sourceId,lineId,customerId,validAfter,expiryDate,sku,attribute1,attribute2,attribute7,attribute11,userGroupEdit,userGroupViewDetails
P-4126,x21ZK5257Z55d19,CG-0029,2020-09-16,2020-10-17,Pfx-3.0,1,17.1,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4130,bJU25X90zuR97z6,CG-0011,2019-12-10,2020-01-15,Pfx-3.1,120,12,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4131,XT2qc5k48M9V1zE,CD-00023,2021-10-09,2021-11-25,Pfx-2.9,130,35.1,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4131,5043NtX832L14lF,,2019-12-28,2020-01-11,Pfx-abc-6,4,17.1,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4132,otZ4ty803u5F5Dp,CG-0007,2019-10-27,2019-11-29,Pfx-abc-8,80,18,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4134,c5561647k2r1M8R,CG-0020,2020-05-19,2020-06-26,Pfx-2.8,1,19,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4138,1129U1PXj8h0a52,CG-0018,2020-07-05,2020-08-17,Pfx-2.8,280,19,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4140,478R56k8w19U587,CD-00151,2020-08-15,2020-09-17,Pfx-6.0,20,27,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4150,11LZ6s13pBfy3mg,CH-0015,2021-12-15,2022-02-11,Pfx-abc-3,50,8.1,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4150,6QL4b6928e33NdK,,2019-05-08,2019-06-13,Pfx-abc-7,10,9.9,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4153,79u3pR8b2XZ317S,CG-0031,2021-02-27,2021-04-01,Pfx-abc-8,90,16.2,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4154,fc691a189Oj26Ai,CD-00083,2020-02-11,2020-03-08,Pfx-4.0,250,13.5,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4155,3wl009xzc45U3U0,CD-00023,2020-08-05,2020-09-08,Pfx-abc-5,10,12,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4157,1cI5wQN6yQ57D50,CD-00061,2020-07-02,2020-07-27,Pfx-3.5,370,11.7,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4159,IW15VF5h1kPTx01,CG-0024,2019-10-26,2019-11-15,Pfx-abc-1,90,13.6,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4160,KqJr4o29yDj4rkE,,2021-11-09,2021-12-22,Pfx-4.0,1,13.5,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4160,x917Wg8262450S7,CD-00005,2019-05-10,2019-05-25,Pfx-abc-4,270,17,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4161,u921YtqFh3f2o1p,CG-0033,2020-02-03,2020-03-18,Pfx-3.6,140,15,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4165,Sa9w51f23VaUj09,CD-00005,2019-07-18,2019-07-31,Pfx-2.8,30,20.9,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4167,bWyZ673F61RyUBd,,2020-01-19,2020-02-18,Pfx-3.2,7,9.9,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4170,90k51mzCrO0G5HQ,CD-00090,2019-01-12,2019-02-03,Pfx-4.0,160,16.5,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4171,689U19bEaXkUM34,CD-00141,2021-04-12,2021-06-03,Pfx-2.7,100,12.8,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4171,22vl0B990586Ty0,CD-00023,2019-01-31,2019-03-08,Pfx-abc-5,50,12,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4174,m56tOhl92A7141Y,CD-00097,2020-09-10,2020-11-03,Pfx-2.7,20,14.4,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4175,0uXNud2u9J3350g,,2019-07-30,2019-08-10,Pfx-abc-4,5,13.6,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4176,3KR9yM91A1AaFn4,CG-0030,2020-01-27,2020-02-26,Pfx-5.0,180,11,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4179,Bm372V8bB5tu5z0,CG-0030,2019-11-12,2019-12-22,Pfx-3.6,210,13.5,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4182,tL5t9Hl1fWeajU9,CD-00072,2020-10-10,2020-11-07,Pfx-abc-4,130,15.3,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4186,IiTw2fwsz436206,CD-00072,2019-11-01,2019-11-11,Pfx-abc-7,450,12.1,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4186,p6L7G57j7G7p29W,,2019-05-27,2019-07-12,Pfx-abc-7,10,8.8,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4188,93lib8383Q97emn,CD-00086,2021-03-08,2021-04-17,Pfx-2.9,430,42.9,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4188,7U27B8Is58nbdxK,CH-0019,2021-11-27,2022-01-25,Pfx-3.4,50,13.2,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4189,913F3Sq4gMN2n04,CD-00125,2019-09-15,2019-10-22,Pfx-3.4,30,12,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4191,vzE2X9305O0hN77,CG-0010,2021-03-13,2021-04-28,Pfx-3.0,20,17.1,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4191,9E4mK0x3PM331r5,CD-00012,2021-06-19,2021-07-30,Pfx-abc-2,40,15.4,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4192,7lA0J93PT0JwIyW,CD-00012,2020-10-02,2020-10-21,Pfx-3.0,220,20.9,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4192,10C36kx077tMG81,CD-00083,2019-08-23,2019-09-09,Pfx-3.0,10,20.9,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4192,E2Wn5R4yHUT5074,,2020-11-01,2020-12-21,Pfx-abc-2,1,12.6,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4193,53947954g108fuH,CD-00149,2021-08-16,2021-09-14,Pfx-5.0,20,8,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4195,Wh9Fgz347cEw75D,CD-00039,2021-07-21,2021-08-17,Pfx-2.9,60,35.1,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4196,LWJZ16c6Y9RA3m6,CG-0029,2020-12-31,2021-02-02,Pfx-abc-2,70,15.4,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4197,7udG4fI44T0alg5,CD-00038,2019-08-29,2019-09-23,Pfx-abc-3,40,9.9,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4205,pcj630544fL4nD1,,2019-08-25,2019-09-06,Pfx-3.4,14,12,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4209,4Q5Qo7c8fY4P13p,CD-00021,2020-10-29,2020-11-09,Pfx-2.7,10,12.8,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4212,69d8E42V7380y43,CD-00137,2020-01-27,2020-03-27,Pfx-abc-3,40,8.1,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4219,5R690NZ5Yac66Oy,,2020-11-18,2021-01-05,Pfx-3.2,34,9.9,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4221,3E2Cg11x38m4314,CD-00061,2021-10-06,2021-10-23,Pfx-abc-4,130,15.3,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4226,B9Ck9v4348gvB5q,CG-0033,2019-06-05,2019-06-27,Pfx-5.0,50,8,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4228,6agoL6lt1z2GOZ1,,2020-09-20,2020-11-16,Pfx-abc-2,6,11.2,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4229,c3590C326yq8Rg6,CD-00141,2021-06-26,2021-07-22,Pfx-5.0,140,9,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4231,095TA6YZOXpc71x,CH-0005,2019-12-03,2020-01-11,Pfx-abc-7,30,11,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4232,528vp28s9r396Q1,CG-0033,2019-11-14,2019-12-08,Pfx-2.9,50,35.1,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4233,260xek4A46e1932,CG-0024,2019-04-12,2019-05-22,Pfx-abc-3,110,9,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4234,OWkzc4ho522D9Bx,CD-00099,2019-09-16,2019-11-13,Pfx-3.7,340,11.7,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4234,239xCo9d0EH2202,CD-00035,2020-03-01,2020-04-25,Pfx-abc-7,10,9.9,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4236,3F486zO014Z63GZ,,2021-08-15,2021-09-25,Pfx-3.1,53,15,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4236,5Zi2Rf97Nq7h777,,2021-09-22,2021-09-25,Pfx-abc-1,9,15.3,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4237,h2i8ouK1WtI2J30,,2020-11-16,2020-11-24,Pfx-abc-5,38,9.6,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4239,77HbTd54wT0TZ33,CD-00042,2019-03-23,2019-04-16,Pfx-abc-7,20,8.8,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4241,wTyZ8w8zOnm8hX2,,2021-11-28,2021-12-04,Pfx-abc-6,22,17.1,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4243,6J1TN6F46wtB37u,CG-0024,2021-12-18,2022-02-10,Pfx-2.9,290,35.1,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4247,q5k41278OFv646k,CD-00027,2021-03-20,2021-05-13,Pfx-3.7,640,13,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4250,Dr5R17h465Q1fWS,CD-00018,2021-02-05,2021-02-28,Pfx-3.3,250,15.2,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4257,F7i3zw160Cb7p9z,CG-0028,2019-02-14,2019-03-26,Pfx-abc-4,190,13.6,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4257,349b12n4LB9Q550,CD-00042,2019-03-12,2019-03-17,Pfx-abc-6,60,20.9,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4263,X6k46mLtX900zja,CD-00036,2021-05-16,2021-06-05,Pfx-2.8,180,19,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4263,G88y9zoQ82653LY,CD-00041,2019-11-29,2020-01-25,Pfx-4.0,90,13.5,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4266,0lDlbXr2nD80766,CH-0014,2019-07-24,2019-09-15,Pfx-abc-3,200,9,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4268,m1ATv98n2PU2VFq,,2019-07-20,2019-07-24,Pfx-3.6,4,13.5,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4269,518gS1kg254972s,,2019-03-27,2019-05-13,Pfx-3.2,14,8.8,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4271,81b95q9HW1mXmy7,,2021-11-16,2021-12-07,Pfx-abc-8,41,18,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4274,c4Fkot076E0YcCG,,2019-01-29,2019-03-07,Pfx-3.1,52,16.5,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4275,E0507wUrHF2Rd6y,CG-0024,2020-06-09,2020-07-25,Pfx-3.4,270,12,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4276,Df1A0823XY7xLO1,CD-00037,2019-11-20,2019-12-21,Pfx-abc-3,130,7.2,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4276,4h2TK1XY8J178A0,CD-00099,2020-11-16,2020-12-04,Pfx-abc-5,30,9.6,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4279,O47s14p0T935He0,CD-00087,2021-04-13,2021-06-04,Pfx-3.5,880,11.7,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4279,0B151xzWfKa5ona,,2019-06-12,2019-07-25,Pfx-6.0,25,27,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4287,Du5ZiH166ry2ZUk,CD-00085,2019-09-17,2019-10-17,Pfx-3.5,190,11.7,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4291,23728NY6003w1i2,CG-0029,2021-01-01,2021-02-06,Pfx-3.2,80,11,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4296,s7lbD0O22X221O0,CD-00071,2020-10-30,2020-12-14,Pfx-3.4,60,10.8,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4296,D998T5nh3P971EH,CG-0009,2020-12-02,2021-01-21,Pfx-4.0,290,16.5,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4299,MnRg92xilSmrLVS,CD-00063,2019-12-13,2020-01-24,Pfx-abc-6,60,15.2,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4301,hZI5I870ZNo8zJ5,CD-00017,2019-08-11,2019-10-08,Pfx-3.3,60,15.2,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4301,Mc1b7L669yT0H1P,CG-0004,2021-09-09,2021-09-13,Pfx-4.0,150,16.5,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4302,J98dbF5321o0392,CD-00048,2020-06-30,2020-07-27,Pfx-3.2,130,9.9,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4309,2wWH2CRK89fPyum,CD-00141,2019-02-18,2019-03-18,Pfx-2.8,330,19,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4314,m29Dg198o94M69P,CG-0015,2020-03-22,2020-03-28,Pfx-2.9,10,35.1,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4317,711710Pa667x23a,CG-0018,2021-06-13,2021-08-05,Pfx-3.4,260,10.8,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4317,1xg2280dI7Si0D8,CD-00097,2020-05-28,2020-06-14,Pfx-3.7,50,11.7,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4317,3s0eL8Yg9553882,CH-0013,2021-11-06,2021-12-05,Pfx-abc-4,310,15.3,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4319,53ou12jTt4X3h2Y,CD-00053,2021-09-05,2021-09-11,Pfx-2.9,50,39,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4320,1t369902R60LS1K,CH-0013,2021-06-18,2021-08-05,Pfx-6.0,460,24,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4321,0s24twLo5455314,,2020-08-31,2020-09-26,Pfx-abc-5,13,10.8,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4325,H51M28cy7u3aasV,CG-0009,2020-11-14,2021-01-11,Pfx-abc-2,230,12.6,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4329,55xV3j0HM10H6TH,CG-0024,2020-10-05,2020-11-07,Pfx-abc-8,220,19.8,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4330,0Gc7w963z934rM3,CD-00041,2020-05-03,2020-06-17,Pfx-abc-5,1,12,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4335,VI84gAFf33RbjAF,CD-00039,2020-04-29,2020-06-20,Pfx-3.2,10,9.9,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4336,r8kt6S1b547P7N7,CD-00149,2020-10-14,2020-10-18,Pfx-abc-2,100,15.4,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4337,ZiM75Gb10x7FF17,,2021-02-27,2021-03-06,Pfx-6.0,2,30,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4337,6M45Q81928Pt7t7,,2021-01-08,2021-01-11,Pfx-abc-2,3,11.2,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4339,n9sJ286688r63mx,CD-00037,2020-12-06,2021-01-17,Pfx-abc-3,40,9,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4340,q3R334132PbGF67,CD-00063,2020-03-10,2020-04-04,Pfx-3.5,830,13,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4340,8Dhyp972938550w,CD-00085,2019-09-16,2019-10-11,Pfx-3.5,1,11.7,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4340,zRU324u0o0y43q2,CD-00021,2019-09-05,2019-11-03,Pfx-3.7,50,10.4,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4341,1Cu3p9Tz4rAk2I7,CD-00097,2019-05-14,2019-05-26,Pfx-2.8,60,15.2,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4341,E982jHw4XjO7aLg,CD-00018,2019-09-02,2019-10-07,Pfx-abc-6,1,19,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4345,6zo0596jcW0f9m7,CD-00038,2021-08-17,2021-09-08,Pfx-3.4,50,9.6,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4349,607d3h3y9xD7No4,CD-00001,2020-12-26,2021-02-09,Pfx-abc-4,50,18.7,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4350,PRFz825HPijb1j6,CD-00151,2019-11-02,2019-12-24,Pfx-2.7,150,16,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4351,623b0xQvem9Uw39,,2020-12-20,2020-12-30,Pfx-3.5,40,14.3,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4352,582gB94719l909D,CD-00073,2021-09-15,2021-09-18,Pfx-4.0,230,15,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4352,YZHsG75mXh35ies,,2021-09-05,2021-09-16,Pfx-abc-5,39,10.8,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4358,E91y2e66928kjc3,,2019-02-27,2019-04-03,Pfx-6.0,15,24,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4360,66zo2JZpd713mGj,,2021-01-22,2021-02-10,Pfx-5.0,15,11,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4362,Zp09BXw89324RPE,CH-0037,2019-05-04,2019-05-12,Pfx-3.6,170,16.5,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4364,n3NEB6z4969mYKb,CD-00001,2021-07-17,2021-07-20,Pfx-abc-2,20,12.6,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4368,9N506g2c3DL2YP7,CD-00027,2019-10-08,2019-11-10,Pfx-abc-6,380,19,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4372,hm8k121182K1W2V,CD-00099,2019-07-05,2019-08-27,Pfx-3.6,670,12,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4374,13n290hQ30A1Lh4,CG-0025,2020-03-26,2020-05-08,Pfx-abc-5,70,12,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4375,mvlqR54Wmf8F1On,,2021-10-16,2021-11-15,Pfx-2.9,22,31.2,EUR,matt.mercer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4375,17fW82h5N4E9x5n,CD-00027,2019-04-21,2019-05-15,Pfx-abc-2,220,12.6,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4377,68bs57838EY18Cg,CD-00141,2021-04-09,2021-04-19,Pfx-2.8,1,17.1,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4378,h68863imPd10o8k,CD-00073,2019-02-18,2019-04-15,Pfx-2.8,140,19,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4378,O106Bc1b66U4s2e,,2019-05-07,2019-05-23,Pfx-6.0,22,27,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4379,I75978JddbP4106,CG-0018,2021-07-26,2021-09-08,Pfx-2.7,260,12.8,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4383,48t482Sm11R8526,CD-00113,2021-03-15,2021-03-22,Pfx-abc-2,180,12.6,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4384,490j9b93231z042,CD-00077,2019-08-07,2019-08-11,Pfx-abc-8,240,16.2,EUR,charlie.corker,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4395,tyP2j89p14q47JK,,2019-01-01,2019-02-27,Pfx-abc-2,1,14,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4397,36ob135K32FX48S,CH-0001,2020-12-26,2021-02-12,Pfx-abc-6,1,15.2,EUR,benny.brasser,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4398,zO3111vKV0xRl1y,CD-00061,2021-03-04,2021-05-03,Pfx-abc-6,60,20.9,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4400,SHse16l78I6MmiU,CD-00048,2021-08-29,2021-10-19,Pfx-4.0,170,13.5,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4405,e3sl1d20p82i8q2,CD-00041,2020-12-19,2021-02-02,Pfx-abc-7,110,12.1,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4406,U2uT3ncL7b0Wwo0,,2019-12-26,2020-01-10,Pfx-2.9,11,39,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4413,808x56P015Y9q3a,CH-0015,2020-01-14,2020-02-07,Pfx-3.2,1,11,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4413,9p87v5mEQz2L414,CD-00035,2021-06-29,2021-07-06,Pfx-abc-8,20,16.2,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4414,033m6471vy5I4Gn,CG-0025,2020-11-23,2021-01-06,Pfx-3.4,310,10.8,EUR,sam.spicer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4422,hC3yU5bbx6A158a,,2019-06-09,2019-07-31,Pfx-abc-4,24,17,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4423,CPC4a00uLk0Y0EP,CG-0009,2020-02-06,2020-04-02,Pfx-abc-6,420,20.9,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4424,k95i945r0p8s27M,,2019-03-21,2019-04-11,Pfx-abc-3,5,7.2,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4424,OPP7Fn1811w7esC,CD-00047,2021-07-07,2021-08-17,Pfx-abc-8,320,16.2,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4428,0a0CXMoC55vyWlV,CG-0022,2019-05-22,2019-07-19,Pfx-3.3,160,17.1,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4430,1Kwg6ZY6ODZg3G1,CD-00017,2019-07-21,2019-08-21,Pfx-abc-5,600,10.8,EUR,marcus.marchand,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4431,95y9Z3YEl3Ch16g,CD-00038,2020-06-23,2020-08-19,Pfx-3.0,70,17.1,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4434,NZ04906umA3mPe6,,2020-08-03,2020-08-25,Pfx-3.4,2,12,EUR,tom.collins,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4437,p20h2z277BJ10X7,CH-0014,2019-10-24,2019-11-27,Pfx-4.0,100,15,EUR,john.price,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4439,598Vkd8N5d1t60t,CD-00051,2019-10-28,2019-11-22,Pfx-abc-1,100,15.3,EUR,clarke.chapman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4442,20A0mWi356Uvqe9,,2020-08-10,2020-09-07,Pfx-2.8,14,17.1,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4442,5nV48m1255qg2zK,CD-00125,2021-01-01,2021-01-05,Pfx-6.0,50,33,EUR,johnny.jackman,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4443,46k4LQ5972QtueN,,2020-05-01,2020-06-25,Pfx-abc-2,18,12.6,EUR,timothy.toller,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4443,n4M3nGg0Mrb5b2W,,2020-04-01,2020-04-12,Pfx-abc-2,27,12.6,EUR,kevin.kaufer,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
P-4444,35886Y8WYSsC6FH,CD-00075,2021-01-13,2021-02-04,Pfx-3.0,110,15.2,EUR,charlene.cooper,SalesManager,"SalesManager, SalesManagerCocktail, CFO"
