key1,key2,key3,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute21,attribute22,attribute23,attribute24,attribute25,attribute26,attribute27,attribute28,attribute29,attribute30
2022-12,St. Louis,Pack Meal XL,0.1703762458,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Pack S,0.0536363347,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Pork,7.966234123,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Tofu,1.6445786813,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Tomato Hot,3.9166060614,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Tomato Medium,3.4865416704,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,St. Louis,Tomato Mild,2.8921259357,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,2X Split Pack L,0.2331375748,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,4X Bundle,0.3824227154,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,4X Split Pack L,0.3330468831,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Beef,13.1286363551,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Bottle,0.0965518543,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Grated Cheese,6.5123881633,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Lamb,27.4511810226,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Mustard Hot,4.4273220192,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Mustard Medium,5.8700498729,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Mustard Mild,4.7341614419,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack L,0.0975030186,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack M,0.0531812453,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack Meal L,0.1090433264,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack Meal M,0.0843955796,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack Meal S,0.0824465084,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack Meal XL,0.1073663339,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pack S,0.0322826914,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Pork,6.937553511,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Tofu,1.3044496892,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Tomato Hot,3.4145844454,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Tomato Medium,3.5029104681,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,Darmstadt,Tomato Mild,2.5702238429,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,2X Split Pack L,0.2635865611,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,4X Bundle,0.3244396344,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,4X Split Pack L,0.4652242364,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Beef,9.5166335732,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Bottle,0.0926231138,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Grated Cheese,9.9354241101,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Lamb,28.5689727471,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Mustard Hot,4.9899914681,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Mustard Medium,6.0381317685,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Mustard Mild,5.5676938718,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack L,0.0869413193,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack M,0.080045024,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack Meal L,0.1438896097,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack Meal M,0.0781707865,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack Meal S,0.0993902087,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack Meal XL,0.1246545938,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pack S,0.052364808,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Pork,10.2517429834,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Tofu,1.7236646653,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Tomato Hot,3.7206490293,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Tomato Medium,3.3510615637,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,St. Louis,Tomato Mild,4.01963994,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,2X Split Pack L,0.2767760942,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,4X Bundle,0.294956209,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,4X Split Pack L,0.3033943815,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Beef,8.8126040578,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Bottle,0.1157833886,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Grated Cheese,6.8190257305,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Lamb,28.9201483437,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Mustard Hot,4.881231098,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Mustard Medium,5.9950934638,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Mustard Mild,4.1572964291,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack L,0.0879594204,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack M,0.0702361232,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack Meal L,0.1125622325,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack Meal M,0.069003706,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack Meal S,0.0646152907,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack Meal XL,0.1447033991,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pack S,0.0468655969,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Pork,9.5537865244,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Tofu,1.5331370395,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Tomato Hot,2.7563525995,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Tomato Medium,2.7172142167,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,Darmstadt,Tomato Mild,3.2835764164,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,2X Split Pack L,0.2297506536,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,4X Bundle,0.4116891823,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,4X Split Pack L,0.4463406734,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Beef,10.3273663873,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Bottle,0.1190779435,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Grated Cheese,8.3438453917,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Lamb,24.5124801796,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Mustard Hot,7.1314729911,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Mustard Medium,6.4928575933,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Mustard Mild,4.7947257134,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack L,0.0989525457,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack M,0.0738121849,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack Meal L,0.0997791729,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack Meal M,0.091741826,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack Meal S,0.0794993215,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack Meal XL,0.1289835136,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pack S,0.0400425868,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Pork,9.6023219109,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Tofu,1.747630091,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Tomato Hot,3.737839623,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Tomato Medium,3.2975631188,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,St. Louis,Tomato Mild,2.8177997492,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,2X Split Pack L,0.2203800576,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,4X Bundle,0.3863876117,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,4X Split Pack L,0.4227481655,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Beef,9.3348561026,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Bottle,0.0957463684,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Grated Cheese,7.3426314186,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Lamb,23.633206148,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Mustard Hot,6.6048588566,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Mustard Medium,4.4106168677,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Mustard Mild,5.6661335111,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack L,0.0849271109,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack M,0.0545006284,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack Meal L,0.1369088357,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack Meal M,0.0794185024,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack Meal S,0.0848185205,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack Meal XL,0.1484060516,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pack S,0.0375814954,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Pork,7.9636458474,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Tofu,2.085457807,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Tomato Hot,3.9716828878,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Tomato Medium,3.1420370324,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,Darmstadt,Tomato Mild,4.0797254285,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,2X Split Pack L,0.2547088471,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,4X Bundle,0.3594614728,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,4X Split Pack L,0.4547040861,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Beef,12.9302316286,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Bottle,0.1220007512,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Grated Cheese,10.3813467465,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Lamb,22.6875181536,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Mustard Hot,5.9132695011,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Mustard Medium,4.5048299241,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Mustard Mild,4.7384646771,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack L,0.0808343152,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack M,0.0537491358,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack Meal L,0.1458047491,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack Meal M,0.0814229807,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack Meal S,0.0909742131,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack Meal XL,0.1740864093,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pack S,0.0428675294,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Pork,8.399168544,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Tofu,1.6234547966,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Tomato Hot,4.0368819535,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Tomato Medium,3.3337351711,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,St. Louis,Tomato Mild,3.9388492297,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,2X Split Pack L,0.2612775513,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,4X Bundle,0.3537456326,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,4X Split Pack L,0.3545554756,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Beef,13.265082951,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Bottle,0.0871989234,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Grated Cheese,7.467143909,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Lamb,23.6962263875,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Mustard Hot,5.7460044295,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Mustard Medium,5.4464612589,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Mustard Mild,5.2793110885,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack L,0.069817099,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack M,0.0753002882,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack Meal L,0.1276160983,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack Meal M,0.0774649177,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack Meal S,0.0868658835,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack Meal XL,0.1666966445,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pack S,0.0482032129,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Pork,9.4724730607,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Tofu,1.7249908496,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Tomato Hot,2.966411566,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Tomato Medium,3.8388157469,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,Darmstadt,Tomato Mild,3.2965055035,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,2X Split Pack L,0.3055137967,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,4X Bundle,0.3041880142,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,4X Split Pack L,0.3530267394,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Beef,9.4179412235,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Bottle,0.0839913467,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Grated Cheese,9.3437962955,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Lamb,26.5153161689,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Mustard Hot,4.8241057022,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Mustard Medium,5.9766670199,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Mustard Mild,6.1410280972,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack L,0.0712608051,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack M,0.0601076729,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack Meal L,0.126391587,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack Meal M,0.1064353124,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack Meal S,0.0925665222,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack Meal XL,0.165758764,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pack S,0.040715487,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Pork,8.7078257494,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Tofu,2.2944645652,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Tomato Hot,3.8388870491,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Tomato Medium,4.42724055,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,St. Louis,Tomato Mild,4.2934872652,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,2X Split Pack L,0.2207552639,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,4X Bundle,0.4102208459,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,4X Split Pack L,0.3532566875,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Beef,13.8379907665,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Bottle,0.1127919318,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Grated Cheese,5.9392210098,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Lamb,18.0252977449,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Mustard Hot,6.7476056609,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Mustard Medium,5.5917739497,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Mustard Mild,4.4299906097,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack L,0.1039404689,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack M,0.0505962581,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack Meal L,0.1232563967,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack Meal M,0.0936783482,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack Meal S,0.0812200653,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack Meal XL,0.1631269414,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pack S,0.0320050381,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Pork,7.4900765375,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Tofu,1.6182097178,EUR,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Tomato Hot,2.6817680507,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Tomato Medium,4.1229953378,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,Darmstadt,Tomato Mild,3.2927623884,EUR,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,2X Split Pack L,0.2106541273,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,4X Bundle,0.2927329304,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,4X Split Pack L,0.3243952945,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Beef,10.437540699,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Bottle,0.0814296159,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Grated Cheese,8.4096845461,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Lamb,23.2205635824,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Mustard Hot,4.7696713521,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Mustard Medium,4.5315577883,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Mustard Mild,5.4531061003,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack L,0.0737005702,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack M,0.0526477878,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack Meal L,0.1336455781,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack Meal M,0.0750911998,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack Meal S,0.075067828,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack Meal XL,0.1143946336,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pack S,0.040513083,USD,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Pork,7.6695564034,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Tofu,2.2892843995,USD,1/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Tomato Hot,3.3420357374,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Tomato Medium,3.0359860013,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,St. Louis,Tomato Mild,3.5119533598,USD,1/l,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06,Darmstadt,2X Split Pack L,0.1890119493,EUR,1/EA,,,,,,,,,,,,,,,,,,,,,,,,,,,
